"study","contrast","direction","pathway","feature"
"Misame (3-4 mo.)","IFA/BEP","up","Glycine and Serine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Tyrosine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Beta-Alanine Metabolism","Pantothenic acid"
"Misame (3-4 mo.)","IFA/BEP","up","Beta-Alanine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Beta-Alanine Metabolism","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Phenylalanine and Tyrosine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Ammonia Recycling","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Glutathione Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Propanoate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism","Pyridoxine"
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism","Pyridoxal"
"Misame (3-4 mo.)","IFA/BEP","up","Arginine and Proline Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Arginine and Proline Metabolism","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Steroid Biosynthesis","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Porphyrin Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Phospholipid Biosynthesis","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Pantothenate and CoA Biosynthesis","Pantothenic acid"
"Misame (3-4 mo.)","IFA/BEP","up","Pantothenate and CoA Biosynthesis","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Caffeine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Valine, Leucine and Isoleucine Degradation","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Valine, Leucine and Isoleucine Degradation","Pyridoxal"
"Misame (3-4 mo.)","IFA/BEP","up","Methionine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Bile Acid Biosynthesis","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","D-Arginine and D-Ornithine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Lysine Degradation","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Glycerolipid Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Histidine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Pyrimidine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Pyrimidine Metabolism","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism","Nicotinamide riboside"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism","Nicotinic acid mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism","Niacinamide"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism","Nudifloramide"
"Misame (3-4 mo.)","IFA/BEP","up","Purine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Fatty acid Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Folate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Citric Acid Cycle","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Tryptophan Metabolism","L-Tryptophan"
"Misame (3-4 mo.)","IFA/BEP","up","Tryptophan Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Aspartate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Riboflavin Metabolism","Riboflavin"
"Misame (3-4 mo.)","IFA/BEP","up","Riboflavin Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Riboflavin Metabolism","Flavin mononucleotide"
"Misame (3-4 mo.)","IFA/BEP","up","Glutamate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Butyrate Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Betaine Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Glycerol Phosphate Shuttle","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Electron Transport Chain","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Threonine and 2-Oxobutanoate Degradation","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvaldehyde Degradation","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin K Metabolism","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Plasmalogen Synthesis","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Warburg Effect","FAD"
"Misame (3-4 mo.)","IFA/BEP","up","Thyroid hormone synthesis","FAD"
