"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (14-21 days)","BEP","down","Lactose Synthesis",5,2,0.286,0.0168,1
"Misame (14-21 days)","BEP","down","Ubiquinone Biosynthesis",1,1,0.0571,0.0571,1
"Misame (14-21 days)","BEP","down","Taurine and Hypotaurine Metabolism",2,1,0.114,0.113,1
"Misame (14-21 days)","BEP","down","Fatty Acid Biosynthesis",2,1,0.114,0.113,1
"Misame (14-21 days)","BEP","down","Steroid Biosynthesis",3,1,0.171,0.166,1
"Misame (14-21 days)","BEP","down","Oxidation of Branched Chain Fatty Acids",3,1,0.171,0.166,1
"Misame (14-21 days)","BEP","down","Bile Acid Biosynthesis",3,1,0.171,0.166,1
"Misame (14-21 days)","BEP","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.171,0.166,1
"Misame (14-21 days)","BEP","down","Degradation of Superoxides",3,1,0.171,0.166,1
"Misame (14-21 days)","BEP","down","Nucleotide Sugars Metabolism",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Inositol Metabolism",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Galactose Metabolism",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Alanine Metabolism",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Urea Cycle",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Arachidonic Acid Metabolism",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Gluconeogenesis",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Phytanic Acid Peroxisomal Oxidation",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.229,0.218,1
"Misame (14-21 days)","BEP","down","Phenylalanine and Tyrosine Metabolism",5,1,0.286,0.269,1
"Misame (14-21 days)","BEP","down","Arginine and Proline Metabolism",5,1,0.286,0.269,1
"Misame (14-21 days)","BEP","down","Porphyrin Metabolism",5,1,0.286,0.269,1
"Misame (14-21 days)","BEP","down","Phospholipid Biosynthesis",5,1,0.286,0.269,1
"Misame (14-21 days)","BEP","down","Propanoate Metabolism",6,1,0.343,0.318,1
"Misame (14-21 days)","BEP","down","Citric Acid Cycle",6,1,0.343,0.318,1
"Misame (14-21 days)","BEP","down","Histidine Metabolism",7,1,0.4,0.365,1
"Misame (14-21 days)","BEP","down","Purine Metabolism",7,1,0.4,0.365,1
"Misame (14-21 days)","BEP","down","Warburg Effect",7,1,0.4,0.365,1
"Misame (14-21 days)","BEP","down","Tyrosine Metabolism",8,1,0.457,0.41,1
"Misame (14-21 days)","BEP","down","Pyruvate Metabolism",8,1,0.457,0.41,1
"Misame (14-21 days)","BEP","up","Vitamin B6 Metabolism",8,5,2.97,0.103,1
"Misame (14-21 days)","BEP","up","Nicotinate and Nicotinamide Metabolism",7,4,2.6,0.214,1
"Misame (14-21 days)","BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.11,0.306,1
"Misame (14-21 days)","BEP","up","Thiamine Metabolism",3,2,1.11,0.306,1
"Misame (14-21 days)","BEP","up","Homocysteine Degradation",1,1,0.371,0.371,1
